SPOT,AGE,SEX,Total accommodation fee,Total transportation cost,Number_of_people,Accommodation
110,3,0,0,1,1,0
111,2,0,0,1,2,1
56,3,0,0,1,3,0
202,4,1,0,0,9,1
54,3,1,106,1,3,1
190,2,0,106,1,3,1
53,1,1,25,1,4,1
89,3,0,0,1,2,0
63,2,0,67,1,1,1
86,3,1,0,1,3,0
61,3,0,0,1,1,0
53,2,0,25,1,1,1
96,2,0,0,1,1,0
110,1,1,0,1,3,0
62,4,1,0,1,3,0
65,2,1,78,2,3,1
118,4,1,0,1,3,0
99,2,0,0,1,2,1
78,3,1,0,1,2,0
82,2,1,67,1,1,1
119,5,0,0,1,1,0
49,2,1,0,1,1,1
54,2,0,0,1,1,1
123,3,0,0,1,1,1
54,4,0,0,1,1,0
122,1,1,0,1,3,1
110,3,0,0,1,0,0
202,4,1,0,0,2,1
61,3,1,0,1,3,1
53,5,1,0,1,1,0
50,4,0,0,1,3,0
198,3,0,0,1,2,0
59,4,1,0,1,1,0
78,5,0,0,1,3,0
201,3,1,0,0,5,1
53,3,1,0,1,1,0
113,4,1,0,1,3,0
68,5,0,0,1,1,0
53,2,1,0,1,1,0
202,3,1,141,2,3,1
123,1,0,0,1,0,1
68,3,0,0,1,1,1
177,2,0,37,1,1,1
68,5,0,25,1,1,1
102,4,0,30,1,1,1
68,4,1,37,1,1,1
53,2,1,67,1,1,1
89,4,1,0,1,2,0
68,1,0,46,1,2,1
201,2,0,200,3,2,1
62,2,1,0,1,1,1
89,4,1,0,1,1,0
118,3,0,71,1,1,1
110,5,0,0,1,1,0
52,2,1,0,1,3,0
123,1,0,0,1,1,0
116,2,0,0,1,1,0
49,4,1,63,2,3,1
89,4,1,0,1,1,0
201,2,0,82,2,1,1
108,2,0,0,1,1,0
54,5,0,0,1,3,0
208,5,1,0,2,3,1
117,2,1,0,1,1,0
202,3,1,219,4,3,1
54,2,1,0,1,3,1
132,2,0,0,2,2,1
109,3,0,0,1,2,1
60,3,1,0,1,3,0
128,4,0,0,2,2,1
119,3,0,0,1,1,0
89,5,0,0,1,2,0
123,3,1,0,1,1,0
68,4,0,0,1,3,0
67,5,1,0,1,1,0
65,4,0,0,1,2,0
202,4,1,107,3,2,1
89,4,0,0,1,1,0
119,4,1,0,1,3,0
53,4,1,0,1,1,0
63,2,1,0,1,1,0
61,2,0,0,1,1,0
55,3,1,0,1,2,0
63,3,0,0,1,2,0
108,3,1,0,1,3,1
15,1,1,41,1,2,1
86,3,0,107,1,2,1
68,4,0,0,1,1,0
104,2,1,0,2,0,1
121,1,1,0,1,1,0
119,4,1,0,1,3,1
123,1,0,0,1,1,0
146,1,1,25,2,1,1
98,2,0,0,1,0,0
65,5,0,0,1,2,1
109,3,0,0,1,1,0
98,3,0,0,1,3,1
89,1,0,0,1,1,0
122,2,1,0,1,1,0
123,3,1,0,1,3,0
68,4,1,0,1,3,0
54,5,1,0,1,3,0
201,4,0,141,2,1,1
68,1,1,0,1,2,0
123,4,0,0,1,1,0
57,6,0,0,1,2,0
68,5,0,0,1,3,0
110,2,0,0,1,0,0
14,5,1,63,2,3,1
68,3,0,0,1,2,0
110,3,1,0,1,3,0
72,4,1,0,1,3,0
201,5,0,0,0,5,1
49,2,1,25,1,5,1
117,3,0,0,1,3,0
123,4,0,0,1,3,1
201,3,1,141,2,1,1
89,1,0,58,1,3,1
49,2,0,58,1,1,1
123,3,0,0,1,3,0
4,4,0,82,1,3,1
123,3,0,0,1,1,0
113,4,0,0,1,0,1
89,2,0,0,1,1,0
77,2,1,0,1,1,0
61,3,1,41,1,3,1
68,2,0,0,1,1,0
114,2,1,0,1,2,0
175,2,1,67,1,2,1
68,1,0,0,1,2,0
72,3,1,0,2,2,0
123,3,0,0,1,3,0
77,4,0,0,1,1,0
123,1,1,30,1,1,1
54,3,0,0,1,3,0
89,4,0,0,1,3,0
201,4,0,168,3,5,1
198,4,1,0,1,1,0
62,4,0,0,1,1,0
49,3,1,0,1,1,1
123,2,0,0,1,1,0
57,3,0,0,1,3,0
121,4,1,17,1,2,1
77,4,0,0,1,2,1
49,1,0,118,1,3,1
89,3,0,0,1,0,0
68,1,1,106,1,3,1
75,3,1,22,1,3,1
68,2,0,0,1,5,0
68,3,0,0,1,3,0
51,4,1,0,1,3,0
49,3,1,0,1,3,0
54,5,1,0,1,3,0
3,1,1,49,2,1,1
39,2,0,49,2,2,1
193,4,1,67,2,3,1
68,2,1,0,1,1,0
49,3,0,141,1,3,1
123,3,1,0,1,3,0
66,4,0,0,1,2,0
119,2,0,0,1,3,1
10,4,1,0,0,18,0
49,3,0,67,1,3,1
68,2,0,0,1,1,0
123,4,1,0,1,1,0
68,2,1,0,1,2,0
180,1,0,0,1,1,1
123,2,0,0,1,1,1
89,5,0,0,2,3,0
123,4,1,0,1,1,1
68,5,0,0,1,0,0
68,1,1,58,1,1,1
49,4,1,78,2,3,1
54,2,1,0,1,2,0
50,4,1,141,2,7,1
99,4,0,0,1,0,0
49,2,0,58,1,1,1
89,3,1,0,1,3,0
97,4,0,0,1,1,0
123,2,1,0,1,1,0
68,2,0,0,1,1,0
117,4,1,0,1,2,0
110,3,0,0,1,2,0
68,1,0,0,1,2,0
114,2,1,0,1,1,0
177,1,1,11,1,3,1
202,3,1,0,0,3,1
60,4,0,0,1,2,0
110,5,1,0,1,1,0
123,3,0,0,1,3,0
108,2,0,0,1,1,0
110,3,1,0,1,1,0
68,4,0,0,1,3,0
175,2,0,41,2,1,1
66,4,1,0,1,3,0
123,4,0,0,1,0,0
81,3,0,0,1,1,0
89,5,0,0,1,1,0
123,2,0,0,1,0,0
119,4,0,0,1,3,0
119,4,1,0,1,3,0
123,1,1,0,1,3,0
110,4,0,0,1,1,0
202,2,1,141,2,2,1
57,2,0,0,1,2,1
117,3,1,0,1,2,0
61,4,0,0,1,1,0
132,2,1,0,2,0,0
55,3,0,0,1,0,0
120,4,1,0,1,3,1
101,3,1,0,1,3,1
81,4,0,0,1,2,0
202,4,1,0,0,1,1
57,3,0,67,1,3,1
77,1,1,67,1,1,1
49,4,0,102,1,3,1
49,2,1,0,1,1,1
57,3,0,0,1,3,0
68,2,0,0,1,1,0
98,5,0,0,1,1,0
118,3,1,141,1,4,1
10,2,0,0,1,4,0
158,3,0,82,1,0,1
54,3,0,0,1,1,0
49,1,0,0,1,2,0
57,5,0,0,1,1,0
62,5,1,0,1,3,1
110,4,1,0,1,2,0
89,5,0,0,1,1,0
68,2,0,0,1,3,0
114,2,1,0,1,0,1
110,4,1,0,1,3,0
117,2,1,0,1,1,0
49,2,0,0,1,1,0
68,3,0,0,1,3,0
219,5,0,37,1,1,1
89,1,1,67,1,1,1
123,1,0,41,1,1,1
62,3,1,0,1,3,1
182,3,0,0,2,3,0
55,5,0,0,1,2,0
89,3,1,0,2,3,0
49,4,1,0,1,3,0
66,3,0,0,1,1,0
119,2,1,0,1,1,0
68,4,1,0,1,1,0
121,3,0,0,1,0,0
53,4,0,0,1,1,0
68,2,0,0,1,1,0
118,1,1,0,1,3,1
59,1,0,42,1,2,1
175,3,0,71,1,3,1
221,4,0,71,2,3,1
119,4,1,0,1,3,0
59,3,0,0,1,1,0
68,1,1,0,1,3,0
49,3,1,67,2,3,1
94,3,0,0,1,3,1
52,2,0,0,1,0,1
117,5,1,0,1,0,1
172,2,1,0,1,2,1
73,4,0,0,1,5,1
87,5,1,0,1,1,0
66,2,0,0,1,3,0
86,3,1,0,1,3,0
177,3,0,41,1,1,1
120,4,0,0,1,0,0
59,5,0,106,1,1,1
119,1,0,0,1,2,0
123,4,1,0,1,1,0
202,4,1,11,3,3,1
54,3,1,0,1,3,0
86,5,0,0,1,1,0
110,5,1,0,1,3,0
62,3,0,0,1,3,0
68,4,0,0,1,1,0
56,3,1,0,1,3,0
89,2,0,58,1,3,1
123,2,1,58,1,3,1
57,3,1,58,1,3,1
123,3,0,0,1,3,0
123,4,0,0,1,3,0
53,1,0,58,1,1,1
118,3,0,0,1,3,0
68,4,0,30,1,1,1
57,1,1,58,1,1,1
202,1,0,123,3,2,1
206,3,0,0,1,3,1
198,3,1,41,1,3,1
227,4,0,0,1,0,0
215,2,0,0,1,1,0
29,1,1,0,1,0,1
198,3,0,41,1,3,1
188,4,0,0,1,1,0
208,4,1,0,1,3,0
208,5,0,0,1,3,0
205,1,1,0,1,1,0
202,3,1,123,3,2,1
191,4,1,0,1,1,0
0,3,0,183,2,3,1
216,2,0,106,1,3,1
208,1,0,0,1,3,0
103,2,0,0,1,1,0
216,4,1,0,1,1,0
212,2,1,0,1,4,0
106,4,0,0,1,3,0
204,1,1,0,1,2,0
217,3,0,0,1,3,0
49,3,1,82,1,3,1
216,1,1,94,1,1,1
206,4,0,0,1,3,0
224,4,1,144,1,3,1
87,1,0,94,1,1,1
40,3,0,82,1,3,1
209,1,0,0,1,1,0
208,5,1,0,0,5,1
226,5,0,58,1,3,1
213,4,1,0,1,2,0
169,5,1,50,2,1,1
105,3,1,0,1,1,0
107,3,0,0,1,3,0
30,1,1,71,2,3,1
210,3,1,0,1,5,1
204,2,0,0,1,0,0
220,3,1,0,1,2,0
206,5,1,0,1,3,0
208,4,0,0,1,3,0
210,1,1,0,1,3,0
198,2,0,0,1,3,0
204,3,0,0,1,2,0
204,4,0,0,1,1,0
215,1,1,0,1,1,0
123,3,1,141,2,3,1
4,2,1,113,1,2,1
209,5,0,0,1,3,0
213,3,1,0,1,3,0
213,2,0,75,1,2,1
49,3,0,120,2,3,1
208,2,1,67,1,2,1
195,4,1,0,1,1,0
211,2,0,0,0,2,0
204,3,0,0,1,2,0
206,1,0,0,1,1,0
204,5,0,0,1,1,0
224,3,0,124,1,1,1
208,2,1,82,1,1,1
211,4,0,0,1,3,0
192,1,0,106,2,1,1
208,4,1,0,1,1,0
208,4,1,0,1,3,0
219,4,0,0,1,3,0
188,3,1,0,1,3,0
208,1,1,0,1,3,0
208,1,0,141,1,3,1
188,2,0,0,1,3,0
210,4,1,0,1,3,0
215,5,0,0,1,1,0
201,3,1,0,3,3,1
218,3,0,0,1,2,0
228,4,0,0,1,1,0
68,1,1,106,2,3,1
215,5,0,82,1,3,1
191,2,0,106,1,3,1
199,3,1,0,1,3,0
123,4,1,0,2,3,0
107,3,0,0,1,2,1
208,3,1,0,1,2,0
198,4,0,0,1,1,0
107,4,0,0,1,3,1
105,2,1,0,1,1,0
198,2,0,0,1,1,0
226,5,1,0,1,4,0
122,3,0,7,2,2,1
220,6,0,0,0,3,0
217,5,0,0,0,3,1
103,1,1,0,1,2,0
220,4,1,0,1,3,0
218,4,0,0,1,1,0
228,3,1,0,0,4,1
188,2,1,0,1,2,0
208,1,0,67,1,1,1
215,2,0,0,1,3,1
206,3,1,0,1,3,1
213,4,0,0,1,2,0
208,3,0,82,1,3,1
224,4,0,0,0,3,1
220,5,0,0,1,1,0
218,2,1,0,1,2,0
194,3,0,0,1,3,0
198,2,0,0,1,1,0
106,3,1,0,1,1,0
204,4,1,0,1,1,0
103,3,0,0,1,1,0
206,5,0,0,1,1,0
204,3,0,0,1,3,0
227,4,0,0,1,2,0
204,2,0,0,1,3,0
40,2,0,0,1,1,0
0,1,1,41,1,1,1
204,3,1,24,1,5,1
223,4,0,0,1,0,0
209,3,0,71,1,4,1
224,1,0,0,1,1,0
208,3,0,106,1,1,1
138,5,0,0,1,0,0
208,2,0,25,1,3,1
106,4,0,0,1,1,0
177,5,0,82,2,3,1
227,3,0,0,1,2,0
214,5,0,0,1,3,0
204,3,0,78,1,3,1
220,2,0,0,1,2,0
73,5,1,0,0,18,0
215,4,1,0,1,1,0
162,5,1,0,2,3,1
216,2,0,58,1,4,1
106,1,1,0,1,1,0
212,4,0,0,1,3,0
217,1,1,0,1,3,0
213,6,0,0,1,3,0
219,3,1,124,1,3,1
210,5,0,0,1,3,0
105,5,0,0,1,1,0
208,1,1,0,1,1,0
106,3,1,0,1,1,0
188,3,0,0,1,2,0
206,4,0,0,1,1,0
208,3,0,0,1,3,0
0,2,1,124,2,3,1
210,2,1,0,1,2,0
212,4,1,0,1,2,0
212,2,0,0,1,1,0
201,1,0,89,2,1,1
209,1,0,82,1,4,1
206,3,0,0,1,3,0
214,4,1,0,1,3,0
138,3,0,0,1,1,1
221,4,0,58,1,3,1
188,3,1,22,2,2,1
68,5,1,52,2,2,1
208,3,1,49,1,2,1
198,1,1,67,1,2,1
169,1,0,41,2,3,1
214,3,0,0,1,3,0
219,3,0,71,1,3,1
185,4,0,25,1,1,1
217,4,1,25,1,1,1
216,3,1,30,1,1,1
0,2,0,89,2,1,1
208,2,1,0,1,3,0
222,3,0,0,1,3,0
29,4,0,0,1,1,0
176,3,1,0,2,3,1
215,3,0,0,1,1,0
7,4,0,0,1,3,0
68,2,1,120,1,3,1
177,4,0,0,2,1,1
206,4,0,0,1,1,0
198,1,0,0,1,1,0
227,2,0,0,0,1,0
209,3,0,0,1,3,0
205,1,1,0,1,1,1
202,2,0,99,3,2,1
213,5,0,0,1,1,0
123,2,1,79,1,2,1
18,2,0,0,1,2,0
6,3,0,141,2,2,1
201,2,0,154,2,2,1
207,2,1,0,1,2,1
198,2,1,0,1,2,0
183,1,1,110,1,3,1
80,4,0,49,1,1,1
62,2,0,41,2,1,1
208,3,0,58,1,1,1
220,2,1,0,1,1,0
204,3,1,0,1,3,0
106,1,0,0,1,1,0
204,5,1,0,1,1,0
208,3,1,82,1,4,1
220,2,0,82,1,2,1
105,2,1,0,1,4,0
204,5,1,0,1,2,0
110,3,1,41,1,3,1
227,3,0,0,1,1,0
227,1,1,0,1,1,0
191,3,0,120,1,3,1
208,3,1,82,1,3,1
192,3,0,95,1,2,1
204,2,1,107,1,2,1
18,1,1,0,0,3,1
3,3,1,0,0,3,1
218,5,1,82,1,3,1
105,2,1,0,0,2,0
106,2,1,0,1,0,0
226,3,1,0,1,2,0
139,1,1,0,1,2,1
68,3,0,4,2,2,1
201,2,1,165,2,2,1
209,3,0,0,1,2,1
208,4,0,165,1,2,1
1,2,1,165,2,2,1
187,2,0,0,1,2,0
220,2,1,0,1,2,0
212,2,1,0,1,2,0
123,3,1,89,1,3,1
205,6,0,0,1,3,0
204,4,0,0,1,3,0
205,3,0,0,1,2,0
188,1,1,0,1,3,0
191,1,1,89,1,3,1
0,3,0,41,1,3,1
70,4,1,0,0,1,0
105,3,0,0,1,0,0
106,2,0,0,1,4,0
177,3,0,0,2,0,0
195,2,1,0,1,0,1
219,2,0,67,1,2,1
227,2,1,0,1,1,0
218,3,0,0,1,3,0
177,3,1,0,2,2,0
198,2,1,0,1,1,0
192,2,0,0,1,1,0
176,2,1,0,2,3,0
191,1,1,67,1,3,1
227,6,0,0,1,3,0
104,4,0,0,1,1,0
219,1,0,82,1,2,1
208,1,1,67,1,3,1
107,3,0,0,1,3,0
205,4,1,0,1,2,0
48,1,1,0,1,1,1
212,2,1,0,1,5,0
214,5,0,0,1,0,0
207,3,1,0,1,3,1
8,3,0,0,1,1,0
177,1,0,141,1,3,1
106,5,1,0,0,1,0
208,3,0,0,1,3,0
29,3,1,0,1,2,1
124,2,0,0,1,0,0
134,1,1,0,1,1,1
192,3,0,114,1,3,1
219,2,1,37,1,3,1
201,2,0,183,3,3,1
177,4,1,58,1,4,1
216,3,1,82,1,3,1
194,3,1,0,1,3,0
216,1,1,106,1,3,1
177,3,0,0,2,4,1
219,2,0,0,1,4,1
227,3,1,0,1,2,0
0,3,1,0,1,2,0
201,3,1,166,3,3,1
129,2,1,0,1,1,1
107,2,0,0,1,3,0
204,2,1,0,1,0,0
213,4,0,0,1,2,0
106,2,0,0,1,2,0
210,3,0,0,1,3,1
198,2,1,0,1,1,0
208,3,1,57,1,2,1
202,1,1,166,3,3,1
211,3,0,0,1,1,0
208,4,1,82,1,3,1
211,2,1,0,1,2,0
213,3,1,0,1,3,0
228,1,1,0,1,0,0
53,2,0,168,2,5,1
211,3,0,0,1,0,0
105,2,0,0,1,1,1
206,3,0,0,1,3,0
227,3,1,0,1,2,0
210,3,1,0,1,3,1
219,3,0,0,1,1,0
204,3,1,0,1,1,0
224,4,1,57,1,2,1
208,2,1,82,1,1,1
200,2,1,106,1,1,1
220,4,1,106,1,3,1
123,2,0,58,1,1,1
53,3,1,141,1,3,1
206,2,0,0,1,1,0
205,2,1,0,1,2,0
211,3,0,0,1,3,0
209,3,1,0,1,2,0
204,4,1,0,1,3,0
194,5,0,0,0,5,1
53,2,1,0,0,3,1
201,3,1,0,0,3,1
208,1,1,0,0,3,1
106,2,0,0,0,5,1
105,4,1,25,1,1,1
62,3,0,25,1,1,1
227,1,1,0,1,3,0
30,3,1,0,1,2,1
106,2,1,0,0,1,0
138,2,0,0,1,0,0
0,5,1,36,1,2,1
227,3,1,0,1,1,1
204,3,0,0,1,3,0
215,3,1,0,1,3,0
208,4,0,0,1,3,0
204,4,1,0,1,3,0
220,2,0,0,1,2,0
215,2,1,0,1,2,0
75,3,0,106,1,3,1
106,2,1,0,1,0,0
208,3,1,0,1,2,0
106,2,0,0,1,1,0
177,3,0,42,2,2,1
207,2,1,0,1,1,1
68,3,1,49,1,2,1
204,2,0,0,1,1,0
210,2,1,0,1,1,0
216,1,1,25,1,1,1
106,3,0,0,1,2,0
221,1,0,0,1,3,1
204,5,1,0,1,2,0
46,2,1,0,1,1,1
202,4,0,41,2,1,1
169,3,1,0,1,4,0
204,3,1,0,1,2,0
168,4,0,0,1,1,0
177,4,0,48,1,1,1
216,4,0,0,1,1,0
107,3,0,0,1,1,0
213,1,1,106,1,1,1
228,3,0,0,1,0,0
215,3,1,0,1,4,0
72,4,0,0,1,3,1
220,4,1,0,1,3,0
0,2,0,106,1,0,1
224,3,0,0,0,3,1
0,5,0,0,1,1,1
218,2,1,0,1,2,0
195,4,0,0,1,2,1
219,2,1,0,0,1,1
206,4,1,0,1,3,0
214,2,0,0,1,2,0
208,2,1,0,0,3,1
3,4,0,0,0,5,1
216,3,0,120,1,3,1
206,1,0,0,0,3,1
211,3,1,70,1,2,1
4,1,1,0,0,4,1
202,2,0,0,0,3,1
216,5,0,25,2,1,1
204,5,1,0,1,1,0
207,2,1,58,0,1,1
93,3,1,25,1,1,1
8,3,0,25,1,1,1
0,2,1,57,1,2,1
202,5,0,58,2,4,1
15,5,1,0,0,5,1
151,3,0,0,1,0,0
20,2,0,0,0,0,0
138,3,0,0,1,1,0
131,1,0,0,1,1,0
204,3,0,0,1,3,0
105,3,1,82,1,3,1
208,1,1,0,1,3,0
211,2,0,0,1,2,0
208,3,0,0,1,2,0
219,3,0,0,1,3,0
191,4,0,0,1,3,0
204,3,1,0,1,3,0
171,2,0,0,1,1,0
208,2,1,0,1,1,0
201,3,0,0,0,2,1
204,3,1,0,1,1,0
169,2,1,0,1,1,0
211,4,0,0,1,1,0
207,2,1,0,1,1,0
105,1,1,0,1,4,0
205,4,1,0,1,4,0
213,3,1,0,2,3,1
208,5,1,0,1,3,0
204,2,0,0,1,2,0
46,2,1,0,1,4,0
168,3,1,0,1,4,0
103,5,0,0,1,1,0
214,1,1,0,1,2,0
40,2,0,0,1,2,0
216,4,1,124,1,3,1
211,2,0,0,1,1,0
204,3,1,0,1,2,0
192,3,0,0,1,2,0
208,2,1,0,1,1,0
216,3,0,0,1,1,0
208,4,1,0,1,1,0
103,2,1,0,1,2,0
105,2,1,0,1,1,0
206,4,0,0,1,1,0
208,2,1,0,1,3,0
188,3,1,106,1,3,1
162,2,1,0,1,4,1
132,2,0,0,1,1,1
177,3,1,106,1,3,1
218,5,0,0,1,2,1
105,4,0,0,1,3,0
209,1,1,49,1,1,1
201,3,1,166,3,3,1
217,2,0,0,1,2,1
104,4,1,0,1,3,0
206,3,1,0,1,3,0
220,3,0,0,1,3,0
192,3,0,99,1,2,1
212,1,1,0,1,3,0
15,3,0,0,0,5,1
221,2,1,0,1,2,0
77,3,1,0,0,3,1
220,3,0,0,1,4,0
204,1,1,0,1,1,0
200,2,1,26,1,2,1
208,4,1,25,1,1,1
215,3,1,0,0,1,0
206,4,0,25,1,1,1
206,3,0,0,1,2,0
171,3,1,0,1,3,0
175,2,1,82,1,2,1
208,2,1,17,1,2,1
106,1,0,0,1,4,1
204,2,0,82,1,1,1
188,4,1,107,1,3,1
105,2,1,0,1,1,0
220,3,1,67,1,2,1
213,5,1,0,1,3,0
220,3,1,0,1,1,0
208,3,1,0,1,3,0
103,1,1,0,1,1,0
208,1,0,82,1,3,1
208,4,1,94,1,3,1
170,2,1,0,1,1,0
200,3,1,0,1,3,0
40,2,0,0,1,3,0
222,3,1,0,1,3,0
212,5,0,17,1,1,1
198,1,1,0,1,1,0
213,5,1,0,1,1,0
202,2,1,141,2,1,1
209,2,0,0,1,1,0
106,4,1,0,1,1,0
204,2,1,0,1,2,0
213,3,0,0,1,1,0
201,2,1,67,3,2,1
227,2,1,0,1,3,0
211,4,1,106,1,3,1
123,2,0,199,2,3,1
216,2,0,107,1,3,1
208,3,1,58,1,3,1
4,2,0,0,0,2,1
192,1,0,0,0,3,1
216,2,1,67,1,3,1
208,3,0,70,1,2,1
204,4,1,0,1,1,0
198,3,0,0,1,3,1
208,2,0,0,1,3,1
216,2,1,78,1,3,1
17,1,1,0,1,1,0
221,4,0,0,1,1,0
216,4,1,0,1,2,0
192,2,0,67,1,1,1
206,1,1,0,1,1,0
202,3,0,0,0,2,1
204,1,0,0,1,2,0
209,3,1,0,1,3,0
207,5,1,25,1,1,1
177,3,0,25,1,1,1
72,2,1,26,1,2,1
208,4,0,42,1,2,1
36,2,0,0,1,1,0
31,1,1,0,1,3,0
202,3,1,89,3,3,1
113,4,0,57,2,2,1
40,1,1,0,1,3,0
119,1,1,71,2,0,1
218,2,0,0,1,1,0
216,1,1,11,1,1,1
51,1,0,11,1,0,1
202,3,0,106,2,1,1
216,2,0,5,1,3,1
80,1,0,5,1,1,1
213,1,1,0,1,1,0
44,3,0,0,1,0,0
217,2,1,114,1,1,1
205,2,0,15,1,0,1
77,1,1,0,2,2,1
216,1,1,0,1,1,1
177,2,0,38,2,1,1
78,4,1,0,2,1,1
219,2,1,11,1,1,1
155,1,1,11,1,1,1
221,3,1,29,1,1,1
22,1,0,0,1,0,1
40,4,1,0,1,3,0
216,1,0,19,1,1,1
44,5,0,0,1,3,0
224,2,0,0,1,1,0
146,1,1,0,1,3,0
14,2,1,11,1,1,1
123,2,0,114,2,1,1
202,2,0,0,0,2,1
202,2,0,0,0,2,1
18,3,1,0,1,2,1
2,5,0,120,2,4,1
201,3,0,119,3,2,1
201,3,1,71,2,1,1
44,5,0,71,1,3,1
18,4,0,82,1,3,1
22,2,1,58,1,1,1
4,4,0,42,2,2,1
70,1,0,0,1,0,1
36,2,1,0,1,1,0
217,3,0,0,1,1,1
93,2,0,0,1,3,1
29,2,1,0,1,1,0
45,2,1,0,1,0,0
103,4,1,99,2,3,1
177,3,0,67,2,2,1
202,2,0,124,2,3,1
80,4,1,82,2,3,1
20,4,0,0,1,1,1
201,2,0,110,2,2,1
0,1,0,11,1,3,1
123,2,0,0,2,0,1
216,1,1,0,1,1,0
173,2,1,0,1,2,1
155,4,0,15,1,0,1
2,3,0,37,2,1,1
216,2,1,0,1,0,0
36,1,1,11,1,1,1
48,2,1,11,1,1,1
18,2,0,12,1,2,1
43,3,0,0,1,3,1
18,5,1,0,1,3,0
18,1,0,3,1,2,1
48,2,0,0,1,0,1
85,4,1,0,2,1,1
48,1,0,3,1,3,1
194,2,1,0,1,0,0
33,3,0,0,1,3,0
31,2,0,0,1,2,0
18,3,0,17,1,3,1
129,1,1,0,1,1,1
27,1,0,5,1,3,1
7,1,0,58,2,1,1
222,2,1,0,1,1,1
1,5,0,58,1,1,1
22,2,0,0,1,1,0
202,4,1,78,2,1,1
78,3,1,0,2,3,1
14,4,1,58,1,1,1
22,3,0,0,1,3,0
46,2,1,42,1,1,1
22,1,0,0,1,2,0
162,1,0,30,1,2,1
202,1,1,123,4,2,1
123,1,0,58,2,1,1
37,2,1,0,1,2,0
201,3,1,0,0,2,1
185,1,0,3,1,3,1
216,1,1,11,1,1,1
40,1,0,0,1,5,0
208,3,1,15,1,3,1
37,3,0,0,1,3,0
48,1,1,58,1,1,1
1,2,0,11,1,1,1
136,2,0,22,1,3,1
216,2,1,22,1,1,1
76,5,0,0,1,2,1
18,1,0,3,1,3,1
209,2,1,0,1,0,0
212,4,0,0,1,1,1
36,2,1,0,1,3,1
1,2,0,0,1,0,1
226,2,0,0,1,2,1
202,4,1,25,2,1,1
192,4,0,0,1,0,1
155,2,1,19,1,2,1
39,5,1,0,1,3,0
46,4,0,0,1,3,0
1,1,1,25,2,1,1
38,1,0,5,1,3,1
62,2,0,25,2,0,1
77,3,0,0,2,2,1
9,2,1,0,1,3,0
15,2,0,41,1,0,1
208,1,1,0,1,2,0
40,3,0,0,1,2,0
130,3,1,0,1,2,1
26,1,1,0,1,1,0
3,4,0,67,2,2,1
29,4,0,0,1,1,0
36,2,1,67,1,1,1
228,4,0,0,1,2,1
22,4,1,0,1,2,0
106,2,1,0,1,0,1
164,6,1,0,1,5,0
202,1,0,58,2,2,1
216,2,0,17,1,0,1
216,1,0,21,1,1,1
223,3,0,0,1,3,0
7,3,0,0,1,1,1
36,2,0,21,1,1,1
199,2,1,0,1,1,1
172,3,1,19,1,3,1
164,4,1,0,1,3,0
6,2,1,151,2,2,1
216,3,1,5,1,1,1
187,3,0,0,1,0,0
89,5,0,30,1,1,1
164,2,1,91,1,1,1
68,1,0,0,2,2,1
164,1,1,141,1,1,1
3,4,0,0,1,14,0
33,3,1,0,1,3,0
40,1,0,21,1,3,1
3,1,1,15,1,1,1
44,4,1,0,1,4,0
38,2,1,123,1,2,1
146,1,1,0,1,1,0
124,2,0,0,1,2,0
42,5,0,0,1,2,0
36,3,0,0,1,1,0
18,2,0,9,1,7,1
141,3,0,0,1,1,0
224,4,0,0,1,7,0
6,4,1,84,2,3,1
36,2,0,0,1,2,0
49,5,0,141,2,2,1
34,4,1,0,1,0,0
22,5,0,0,1,1,0
22,4,1,0,1,1,0
24,5,1,0,1,0,0
44,1,1,21,1,1,1
0,3,1,17,1,3,1
48,2,0,17,1,3,1
47,2,1,0,1,1,0
0,5,0,107,1,2,1
40,2,0,0,1,2,0
216,2,1,0,1,2,1
162,4,1,0,1,0,0
10,5,1,99,2,3,1
216,3,0,82,2,4,1
141,3,1,0,1,3,0
17,5,0,0,2,1,1
26,3,1,0,1,1,0
141,1,0,0,0,1,0
17,4,1,166,2,3,1
123,1,1,82,2,3,1
199,5,1,166,2,9,1
4,2,0,82,2,3,1
46,5,1,0,1,1,0
37,4,0,0,1,3,0
123,1,1,141,2,1,1
123,1,1,0,1,1,0
123,1,0,0,1,1,0
201,3,0,41,2,3,1
201,1,0,0,2,1,1
0,3,1,0,2,3,1
7,4,0,141,2,2,1
0,4,0,0,2,1,1
206,5,0,41,1,1,1
7,5,0,0,1,3,0
0,2,1,0,1,2,0
201,3,1,141,3,1,1
0,4,1,82,1,3,1
136,1,0,0,1,1,0
8,3,0,58,1,3,1
218,5,0,0,1,0,1
36,1,0,37,1,3,1
141,5,0,0,1,1,0
0,3,1,0,1,3,0
19,4,0,0,1,0,0
129,3,0,0,1,3,0
214,4,1,41,1,1,1
155,5,1,0,1,5,0
162,2,0,165,2,2,1
36,4,0,0,1,3,0
17,2,0,82,1,3,1
141,2,0,0,1,1,0
34,1,0,0,1,1,0
193,1,1,0,2,1,0
162,1,0,0,1,1,0
216,3,0,59,2,5,1
53,3,0,0,2,0,0
27,3,0,0,1,3,1
146,2,0,0,1,1,0
81,3,0,0,1,3,0
121,1,1,0,2,1,1
36,3,0,141,1,3,1
14,4,0,0,1,3,0
0,4,0,0,1,1,0
219,4,1,0,1,3,0
0,2,0,166,1,3,1
202,2,0,213,4,1,1
